ticker,ATIVO,DIV_BRUTA,DISPONIBILIDADES,DIV_LIQUIDA,ATIVO_CIRCULANTE,PATRIM_LIQ,RECEITA_LIQUIDA,EBIT,LUCRO_LIQUIDO,NRO_ACOES,CRES_REC_(5A),ROIC,LIQUIDEZ_CORR,SETOR,SUBSETOR,DEPOSITOS,CART_DE_CREDITO,RESULT_INT_FINANC,REC_SERVICOS
BPAN4,33741300000.0,,,,,5112740000.0,,,616571000.0,1205060000.0,0.15,,,FINANCEIROS,BANCOS,20464800000.0,22807600000.0,4951010000.0,396647000.0
BPAR3,9629830000.0,,,,,1434660000.0,,,308658000.0,9522000.0,0.107,,,FINANCEIROS,BANCOS,7548130000.0,5720200000.0,1299310000.0,130660000.0
BPAT33,4442230000.0,,,,,876492000.0,,,0.0,719145000.0,,,,FINANCEIROS,BANCOS,3114120000.0,2297950000.0,0.0,0.0
BPHA3,70490000.0,75325000.0,809000.0,74516000.0,11206000.0,-292294000.0,-3496000.0,90256000.0,1176490000.0,113081000.0,-0.534,4.01,0.06,COMERCIO_E_DISTRIBUICAO,MEDICAMENTOS,,,,
BPIA3,285677000.0,,,,,77395000.0,,,14583000.0,13488000.0,0.134,,,FINANCEIROS,BANCOS,0.0,0.0,0.0,0.0
BPNM3,33741300000.0,,,,,5112740000.0,,,616571000.0,1205060000.0,0.15,,,FINANCEIROS,BANCOS,20464800000.0,22807600000.0,4951010000.0,396647000.0
BRAP3,11481500000.0,227155000.0,197082000.0,30073000.0,550544000.0,10969800000.0,0.0,-17988000.0,318002000.0,348034000.0,,-0.002,1.09,HOLDINGS_DIVERSIFICADAS,HOLDINGS_DIVERSIFICADAS,,,,
BRAP4,11481500000.0,227155000.0,197082000.0,30073000.0,550544000.0,10969800000.0,0.0,-17988000.0,318002000.0,348034000.0,,-0.002,1.09,HOLDINGS_DIVERSIFICADAS,HOLDINGS_DIVERSIFICADAS,,,,
BRDT3,27669000000.0,9220000000.0,5307000000.0,3913000000.0,13944000000.0,9813000000.0,84578000000.0,1085000000.0,1854000000.0,1165000000.0,-0.037000000000000005,0.052000000000000005,2.29,PETROLEO_GAS_E_BIOCOMBUSTIVEIS,EXPLORACAO_E/OU_REFINO_E_DISTRIBUICAO,,,,
BRFS3,48908800000.0,24863500000.0,10008500000.0,14855100000.0,21336500000.0,6793900000.0,35802700000.0,2863950000.0,1233670000.0,812473000.0,0.0,0.09300000000000001,1.26,ALIMENTOS,CARNES_E_DERIVADOS,,,,
BRGE11,7791870000.0,0.0,1750480000.0,-1750480000.0,5316110000.0,1224080000.0,37139000.0,-435483000.0,53650000.0,73646000.0,0.045,-0.07200000000000001,1.1,FINANCEIROS,BANCOS,,,,
BRGE12,7791870000.0,0.0,1750480000.0,-1750480000.0,5316110000.0,1224080000.0,37139000.0,-435483000.0,53650000.0,73646000.0,0.045,-0.07200000000000001,1.1,FINANCEIROS,BANCOS,,,,
BRGE3,7791870000.0,0.0,1750480000.0,-1750480000.0,5316110000.0,1224080000.0,37139000.0,-435483000.0,53650000.0,73646000.0,0.045,-0.07200000000000001,1.1,FINANCEIROS,BANCOS,,,,
BRGE5,7791870000.0,0.0,1750480000.0,-1750480000.0,5316110000.0,1224080000.0,37139000.0,-435483000.0,53650000.0,73646000.0,0.045,-0.07200000000000001,1.1,FINANCEIROS,BANCOS,,,,
BRGE6,7791870000.0,0.0,1750480000.0,-1750480000.0,5316110000.0,1224080000.0,37139000.0,-435483000.0,53650000.0,73646000.0,0.045,-0.07200000000000001,1.1,FINANCEIROS,BANCOS,,,,
BRGE7,7791870000.0,0.0,1750480000.0,-1750480000.0,5316110000.0,1224080000.0,37139000.0,-435483000.0,53650000.0,73646000.0,0.045,-0.07200000000000001,1.1,FINANCEIROS,BANCOS,,,,
BRGE8,7791870000.0,0.0,1750480000.0,-1750480000.0,5316110000.0,1224080000.0,37139000.0,-435483000.0,53650000.0,73646000.0,0.045,-0.07200000000000001,1.1,FINANCEIROS,BANCOS,,,,
BRIV3,16854200000.0,,,,,1510290000.0,,,70364000.0,88601000.0,0.231,,,FINANCEIROS,BANCOS,7491730000.0,1505750000.0,96112000.0,43526000.0
BRIV4,16854200000.0,,,,,1510290000.0,,,70364000.0,88601000.0,0.231,,,FINANCEIROS,BANCOS,7491730000.0,1505750000.0,96112000.0,43526000.0
BRKM3,84555600000.0,47629400000.0,17737800000.0,29891600000.0,31384500000.0,-3380230000.0,49821300000.0,1633480000.0,-10369200000.0,797219000.0,0.019,0.027999999999999997,1.46,QUIMICOS_,PETROQUIMICOS,,,,
BRKM5,84555600000.0,47629400000.0,17737800000.0,29891600000.0,31384500000.0,-3380230000.0,49821300000.0,1633480000.0,-10369200000.0,797219000.0,0.019,0.027999999999999997,1.46,QUIMICOS_,PETROQUIMICOS,,,,
BRKM6,84555600000.0,47629400000.0,17737800000.0,29891600000.0,31384500000.0,-3380230000.0,49821300000.0,1633480000.0,-10369200000.0,797219000.0,0.019,0.027999999999999997,1.46,QUIMICOS_,PETROQUIMICOS,,,,
BRML3,18659100000.0,3401860000.0,1198430000.0,2203430000.0,1527230000.0,10538200000.0,1111530000.0,736466000.0,164948000.0,873141000.0,-0.039,0.042,2.89,EXPLORACAO_DE_IMOVEIS,EXPLORACAO_DE_IMOVEIS,,,,
BRPR3,9916320000.0,1759630000.0,1255720000.0,503912000.0,1517320000.0,7166500000.0,334286000.0,217616000.0,456488000.0,491510000.0,-0.11800000000000001,0.025,9.43,EXPLORACAO_DE_IMOVEIS,EXPLORACAO_DE_IMOVEIS,,,,
BRSR3,86600400000.0,,,,,8217060000.0,,,1066370000.0,408974000.0,0.073,,,FINANCEIROS,BANCOS,57235800000.0,30452800000.0,3955440000.0,1252560000.0
BRSR4,86600400000.0,,,,,8217060000.0,,,1066370000.0,408974000.0,0.073,,,FINANCEIROS,BANCOS,57235800000.0,30452800000.0,3955440000.0,1252560000.0
BRSR5,86600400000.0,,,,,8217060000.0,,,1066370000.0,408974000.0,0.073,,,FINANCEIROS,BANCOS,57235800000.0,30452800000.0,3955440000.0,1252560000.0
BRSR6,86600400000.0,,,,,8217060000.0,,,1066370000.0,408974000.0,0.073,,,FINANCEIROS,BANCOS,57235800000.0,30452800000.0,3955440000.0,1252560000.0
BRTP3,18990400000.0,4823650000.0,1548740000.0,3274910000.0,6487940000.0,5302340000.0,11126900000.0,2155680000.0,-193254000.0,363969000.0,0.037000000000000005,0.134,1.29,TELEFONIA_FIXA,TELEFONIA_FIXA,,,,
BRTP4,18990400000.0,4823650000.0,1548740000.0,3274910000.0,6487940000.0,5302340000.0,11126900000.0,2155680000.0,-193254000.0,363969000.0,0.037000000000000005,0.134,1.29,TELEFONIA_FIXA,TELEFONIA_FIXA,,,,
BSCT3,6275340000.0,,,,,212960000.0,,,19271000.0,167978000.0,0.019,,,FINANCEIROS,BANCOS,0.0,0.0,0.0,0.0
BSCT5,6275340000.0,,,,,212960000.0,,,19271000.0,167978000.0,0.019,,,FINANCEIROS,BANCOS,0.0,0.0,0.0,0.0
BSCT6,6275340000.0,,,,,212960000.0,,,19271000.0,167978000.0,0.019,,,FINANCEIROS,BANCOS,0.0,0.0,0.0,0.0
BSEV3,12431200000.0,7761910000.0,429241000.0,7332670000.0,4798290000.0,-1321250000.0,7489350000.0,437722000.0,-1663480000.0,1020430000.0,0.012,0.039,0.89,ALIMENTOS,ACUCAR_E_ALCOOL,,,,
BSGR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
BSLI3,19243800000.0,,,,,1860250000.0,,,457981000.0,36305000.0,0.14300000000000002,,,FINANCEIROS,BANCOS,14209300000.0,10679000000.0,1684700000.0,212377000.0
BSLI4,19243800000.0,,,,,1860250000.0,,,457981000.0,36305000.0,0.14300000000000002,,,FINANCEIROS,BANCOS,14209300000.0,10679000000.0,1684700000.0,212377000.0
BTOW3,19080500000.0,5015470000.0,7964310000.0,-2948840000.0,12376500000.0,9535270000.0,9120290000.0,302716000.0,-175286000.0,559633000.0,-0.008,0.039,2.49,COMERCIO,PRODUTOS_DIVERSOS,,,,
BTTL3,147251000.0,42210000.0,13328000.0,28882000.0,59388000.0,14549000.0,441168000.0,18424000.0,9717000.0,14861000.0,0.183,0.157,1.01,HOLDINGS_DIVERSIFICADAS,HOLDINGS_DIVERSIFICADAS,,,,
BTTL4,147251000.0,42210000.0,13328000.0,28882000.0,59388000.0,14549000.0,441168000.0,18424000.0,9717000.0,14861000.0,0.183,0.157,1.01,HOLDINGS_DIVERSIFICADAS,HOLDINGS_DIVERSIFICADAS,,,,
BUET3,211823000.0,87460000.0,217000.0,87243000.0,22605000.0,-124674000.0,61728000.0,-9218000.0,-22181000.0,4845000.0,0.046,-0.06,0.11,TECIDOS_VESTUARIO_E_CALCADOS,FIOS_E_TECIDOS,,,,
BUET4,211823000.0,87460000.0,217000.0,87243000.0,22605000.0,-124674000.0,61728000.0,-9218000.0,-22181000.0,4845000.0,0.046,-0.06,0.11,TECIDOS_VESTUARIO_E_CALCADOS,FIOS_E_TECIDOS,,,,
CAFE3,299868000.0,370496000.0,48000.0,370448000.0,6810000.0,-377387000.0,15465000.0,-8207000.0,242156000.0,2184540000.0,-0.113,-0.027999999999999997,0.02,ALIMENTOS,CAFE,,,,
CAFE4,299868000.0,370496000.0,48000.0,370448000.0,6810000.0,-377387000.0,15465000.0,-8207000.0,242156000.0,2184540000.0,-0.113,-0.027999999999999997,0.02,ALIMENTOS,CAFE,,,,
CALI3,93645000.0,10752000.0,999000.0,9753000.0,46328000.0,3552000.0,9167000.0,-14289000.0,-11497000.0,372000.0,-0.33399999999999996,-0.175,3.11,CONSTRUCAO_E_ENGENHARIA,CONSTRUCAO_CIVIL,,,,
CALI4,93645000.0,10752000.0,999000.0,9753000.0,46328000.0,3552000.0,9167000.0,-14289000.0,-11497000.0,372000.0,-0.33399999999999996,-0.175,3.11,CONSTRUCAO_E_ENGENHARIA,CONSTRUCAO_CIVIL,,,,
CAMB3,269648000.0,63747000.0,8457000.0,55290000.0,87798000.0,91748000.0,151401000.0,5102000.0,25036000.0,42100000.0,-0.11599999999999999,0.021,0.85,TECIDOS_VESTUARIO_E_CALCADOS,CALCADOS,,,,
CAMB4,269648000.0,63747000.0,8457000.0,55290000.0,87798000.0,91748000.0,151401000.0,5102000.0,25036000.0,42100000.0,-0.11599999999999999,0.021,0.85,TECIDOS_VESTUARIO_E_CALCADOS,CALCADOS,,,,
CAML3,6566540000.0,2673990000.0,1253940000.0,1420050000.0,4367230000.0,2686730000.0,6577020000.0,501464000.0,397815000.0,370000000.0,0.21899999999999997,0.111,1.75,ALIMENTOS,ALIMENTOS_DIVERSOS,,,,
CARD3,531860000.0,124086000.0,76835000.0,47251000.0,174701000.0,273147000.0,448026000.0,56062000.0,38226000.0,41800000.0,-0.022000000000000002,0.139,1.12,SERVICOS,SERVICOS_DIVERSOS,,,,
CASN3,3789570000.0,1485980000.0,227156000.0,1258830000.0,566818000.0,1316960000.0,1415850000.0,343160000.0,127071000.0,751331000.0,0.11800000000000001,0.098,1.08,AGUA_E_SANEAMENTO,AGUA_E_SANEAMENTO,,,,
CBEE3,11179800000.0,4572310000.0,309578000.0,4262730000.0,2948400000.0,3678530000.0,5907880000.0,532763000.0,278759000.0,166634000.0,0.065,0.053,0.89,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CBMA3,151032000.0,10837100000.0,0.0,10837100000.0,3686000.0,-12738200000.0,681000.0,-453000.0,-2213130000.0,102585000.0,2.957,-0.003,0.87,MATERIAL_DE_TRANSPORTE,MATERIAL_FERROVIARIO,,,,
CBMA4,151032000.0,10837100000.0,0.0,10837100000.0,3686000.0,-12738200000.0,681000.0,-453000.0,-2213130000.0,102585000.0,2.957,-0.003,0.87,MATERIAL_DE_TRANSPORTE,MATERIAL_FERROVIARIO,,,,
CCHI3,20350000.0,18174000.0,86000.0,18088000.0,1104000.0,-160477000.0,0.0,0.0,0.0,78000000.0,0.204,,,CONSTRUCAO_E_ENGENHARIA,MATERIAIS_DE_CONSTRUCAO,,,,
CCHI4,20350000.0,18174000.0,86000.0,18088000.0,1104000.0,-160477000.0,0.0,0.0,0.0,78000000.0,0.204,,,CONSTRUCAO_E_ENGENHARIA,MATERIAIS_DE_CONSTRUCAO,,,,
CCIM3,3143290000.0,1276500000.0,157728000.0,1118770000.0,1910360000.0,660347000.0,1252830000.0,69587000.0,-37945000.0,113000000.0,0.3,0.024,2.58,CONSTRUCAO_E_ENGENHARIA,CONSTRUCAO_CIVIL,,,,
CCPR3,5146690000.0,1552800000.0,719514000.0,833284000.0,823924000.0,1830530000.0,467116000.0,226927000.0,64103000.0,158582000.0,0.035,0.051,4.14,EXPLORACAO_DE_IMOVEIS,EXPLORACAO_DE_IMOVEIS,,,,
CCRO3,34926300000.0,20781800000.0,6297970000.0,14483800000.0,8086040000.0,8233370000.0,10312100000.0,2771870000.0,880374000.0,2020000000.0,0.02,0.098,1.11,TRANSPORTE,EXPLORACAO_DE_RODOVIAS,,,,
CCTU4,188118000.0,39788000.0,2069000.0,37719000.0,102875000.0,82550000.0,248825000.0,5237000.0,9965000.0,2046000.0,0.125,0.03,1.48,,,,,,
CCXC3,10669000.0,0.0,409000.0,-409000.0,10669000.0,-52699000.0,0.0,-3037000.0,-4139000.0,1701000.0,,,,MINERACAO,MINERAIS_METALICOS,,,,
CEAB3,6498490000.0,2910420000.0,1259010000.0,1651410000.0,2823200000.0,2578030000.0,4245830000.0,53467100.0,-52659000.0,308245000.0,,0.011000000000000001,1.9,COMERCIO,TECIDOS_VESTUARIO_E_CALCADOS,,,,
CEBR3,3444010000.0,415910000.0,266257000.0,149653000.0,1486750000.0,707881000.0,2736010000.0,66734000.0,25588000.0,14416000.0,0.055999999999999994,0.022000000000000002,1.05,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CEBR5,3444010000.0,415910000.0,266257000.0,149653000.0,1486750000.0,707881000.0,2736010000.0,66734000.0,25588000.0,14416000.0,0.055999999999999994,0.022000000000000002,1.05,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CEBR6,3444010000.0,415910000.0,266257000.0,149653000.0,1486750000.0,707881000.0,2736010000.0,66734000.0,25588000.0,14416000.0,0.055999999999999994,0.022000000000000002,1.05,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CEDO3,661049000.0,233420000.0,32227000.0,201193000.0,245047000.0,133686000.0,605229000.0,10295000.0,-60975000.0,10000000.0,0.09699999999999999,0.019,0.85,TECIDOS_VESTUARIO_E_CALCADOS,FIOS_E_TECIDOS,,,,
CEDO4,661049000.0,233420000.0,32227000.0,201193000.0,245047000.0,133686000.0,605229000.0,10295000.0,-60975000.0,10000000.0,0.09699999999999999,0.019,0.85,TECIDOS_VESTUARIO_E_CALCADOS,FIOS_E_TECIDOS,,,,
CEEB3,20955000000.0,8345000000.0,855000000.0,7490000000.0,4356000000.0,5989000000.0,12838800000.0,2176650000.0,1232790000.0,262096000.0,0.11599999999999999,0.114,1.14,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CEEB5,20955000000.0,8345000000.0,855000000.0,7490000000.0,4356000000.0,5989000000.0,12838800000.0,2176650000.0,1232790000.0,262096000.0,0.11599999999999999,0.114,1.14,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CEED3,3924970000.0,1066380000.0,96031000.0,970345000.0,988317000.0,-4883560000.0,3342470000.0,-443847000.0,-1634070000.0,9681000.0,0.059000000000000004,-0.136,0.2,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CEED4,3924970000.0,1066380000.0,96031000.0,970345000.0,988317000.0,-4883560000.0,3342470000.0,-443847000.0,-1634070000.0,9681000.0,0.059000000000000004,-0.136,0.2,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CEGR3,3544300000.0,1172360000.0,436525000.0,735830000.0,926636000.0,1075100000.0,4041000000.0,641678000.0,376802000.0,259638000.0,0.065,0.237,0.72,GAS,GAS,,,,
CELM3,13222000.0,7374000.0,1864000.0,5510000.0,6610000.0,-11104000.0,6775000.0,-1703000.0,-2599000.0,116000.0,0.057999999999999996,-0.156,0.44,MAQUINAS_E_EQUIPAMENTOS,MAQS_E_EQUIPS_HOSPITALARES,,,,
CEPE3,9560000000.0,5670000000.0,1197000000.0,4473000000.0,3034000000.0,1689000000.0,1595230000.0,166603000.0,56932300.0,74612000.0,-0.205,0.022000000000000002,1.04,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CEPE5,9560000000.0,5670000000.0,1197000000.0,4473000000.0,3034000000.0,1689000000.0,1595230000.0,166603000.0,56932300.0,74612000.0,-0.205,0.022000000000000002,1.04,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CEPE6,9560000000.0,5670000000.0,1197000000.0,4473000000.0,3034000000.0,1689000000.0,1595230000.0,166603000.0,56932300.0,74612000.0,-0.205,0.022000000000000002,1.04,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CESP3,12761900000.0,1769540000.0,872593000.0,896948000.0,1242960000.0,7128820000.0,1849430000.0,649297000.0,1466200000.0,327503000.0,-0.011000000000000001,0.055,1.69,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CESP4,12761900000.0,1769540000.0,872593000.0,896948000.0,1242960000.0,7128820000.0,1849430000.0,649297000.0,1466200000.0,327503000.0,-0.011000000000000001,0.055,1.69,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CESP5,12761900000.0,1769540000.0,872593000.0,896948000.0,1242960000.0,7128820000.0,1849430000.0,649297000.0,1466200000.0,327503000.0,-0.011000000000000001,0.055,1.69,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CESP6,12761900000.0,1769540000.0,872593000.0,896948000.0,1242960000.0,7128820000.0,1849430000.0,649297000.0,1466200000.0,327503000.0,-0.011000000000000001,0.055,1.69,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CFLU4,112007000.0,3453000.0,5856000.0,-2403000.0,33438000.0,60351000.0,181042000.0,16071000.0,19403000.0,0.0,0.081,0.177,1.1,,,,,,
CGAS3,11242800000.0,7336790000.0,2390210000.0,4946580000.0,5119530000.0,922921000.0,8836580000.0,2118950000.0,1342630000.0,132521000.0,0.11800000000000001,0.27699999999999997,1.28,GAS,GAS,,,,
CGAS5,11242800000.0,7336790000.0,2390210000.0,4946580000.0,5119530000.0,922921000.0,8836580000.0,2118950000.0,1342630000.0,132521000.0,0.11800000000000001,0.27699999999999997,1.28,GAS,GAS,,,,
CGOS3,5127470000.0,1125610000.0,75680000.0,1049930000.0,1232320000.0,453387000.0,1688400000.0,-3347010.0,-176923000.0,32780000.0,0.09,-0.001,0.54,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CGOS4,5127470000.0,1125610000.0,75680000.0,1049930000.0,1232320000.0,453387000.0,1688400000.0,-3347010.0,-176923000.0,32780000.0,0.09,-0.001,0.54,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CGRA3,846776000.0,0.0,115084000.0,-115084000.0,351659000.0,606987000.0,447697000.0,38504300.0,129917000.0,20147600.0,0.039,0.057,2.32,COMERCIO,TECIDOS_VESTUARIO_E_CALCADOS,,,,
CGRA4,846776000.0,0.0,115084000.0,-115084000.0,351659000.0,606987000.0,447697000.0,38504300.0,129917000.0,20147600.0,0.039,0.057,2.32,COMERCIO,TECIDOS_VESTUARIO_E_CALCADOS,,,,
CIEL3,78617800000.0,6992190000.0,3568550000.0,3423640000.0,65557200000.0,9155900000.0,10707500000.0,946770000.0,438112000.0,2716820000.0,-0.075,0.057999999999999996,1.11,SERVICOS_FINANCEIROS_DIVERSOS,SERVICOS_FINANCEIROS_DIVERSOS,,,,
CIQU3,605562000.0,247325000.0,8666000.0,238659000.0,350632000.0,296175000.0,755339000.0,73386000.0,47016000.0,24948000.0,0.162,0.127,1.36,ALIMENTOS,CAFE,,,,
CIQU4,605562000.0,247325000.0,8666000.0,238659000.0,350632000.0,296175000.0,755339000.0,73386000.0,47016000.0,24948000.0,0.162,0.127,1.36,ALIMENTOS,CAFE,,,,
CLAN3,1171790000.0,85798000.0,8000.0,85790000.0,84641000.0,1012240000.0,31425000.0,-5767000.0,-10600000.0,158703000.0,-0.64,,,ALIMENTOS,GRAOS_E_DERIVADOS,,,,
CLAN4,1171790000.0,85798000.0,8000.0,85790000.0,84641000.0,1012240000.0,31425000.0,-5767000.0,-10600000.0,158703000.0,-0.64,-0.005,0.73,ALIMENTOS,GRAOS_E_DERIVADOS,,,,
CLSC3,10150600000.0,2071810000.0,926405000.0,1145410000.0,3609920000.0,1611840000.0,8183370000.0,444806000.0,369171000.0,38572000.0,0.075,0.053,1.21,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CLSC4,10150600000.0,2071810000.0,926405000.0,1145410000.0,3609920000.0,1611840000.0,8183370000.0,444806000.0,369171000.0,38572000.0,0.075,0.053,1.21,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CLSC5,10150600000.0,2071810000.0,926405000.0,1145410000.0,3609920000.0,1611840000.0,8183370000.0,444806000.0,369171000.0,38572000.0,0.075,0.053,1.21,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CLSC6,10150600000.0,2071810000.0,926405000.0,1145410000.0,3609920000.0,1611840000.0,8183370000.0,444806000.0,369171000.0,38572000.0,0.075,,,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CMET4,4887690000.0,502845000.0,1527850000.0,-1025010000.0,2603240000.0,2847970000.0,4996240000.0,2679590000.0,1890980000.0,3919750000.0,0.302,0.8140000000000001,2.64,,,,,,
CMIG3,52535100000.0,15862400000.0,3500670000.0,12361800000.0,14161600000.0,16872600000.0,24454000000.0,3500480000.0,1202240000.0,1518750000.0,0.073,0.07400000000000001,1.56,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CMIG4,52535100000.0,15862400000.0,3500670000.0,12361800000.0,14161600000.0,16872600000.0,24454000000.0,3500480000.0,1202240000.0,1518750000.0,0.073,0.07400000000000001,1.56,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CMMA4,4000.0,0.0,4000.0,-4000.0,4000.0,-79623000.0,0.0,-128000.0,1527000.0,0.0,,,,,,,,,
CNFB4,2790060000.0,724644000.0,200804000.0,523840000.0,1282700000.0,1552470000.0,1610060000.0,294124000.0,269957000.0,406266000.0,-0.106,0.12,2.2,SIDERURGIA_E_METALURGIA,ARTEFATOS_DE_FERRO_E_ACO,,,,
CNTO3,4703860000.0,1538350000.0,1289940000.0,248405000.0,2037850000.0,1952580000.0,2763230000.0,-63806000.0,220242000.0,241809000.0,,-0.021,2.64,COMERCIO,TECIDOS_VESTUARIO_E_CALCADOS,,,,
COCE3,9489820000.0,2860470000.0,335988000.0,2524480000.0,2797680000.0,3142550000.0,5640840000.0,561441000.0,383693000.0,77855000.0,0.096,0.067,0.95,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
COCE5,9489820000.0,2860470000.0,335988000.0,2524480000.0,2797680000.0,3142550000.0,5640840000.0,561441000.0,383693000.0,77855000.0,0.096,0.067,0.95,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
COCE6,9489820000.0,2860470000.0,335988000.0,2524480000.0,2797680000.0,3142550000.0,5640840000.0,561441000.0,383693000.0,77855000.0,0.096,0.067,0.95,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
COGN3,36086600000.0,12710500000.0,3712150000.0,8998310000.0,7231370000.0,17846000000.0,6445720000.0,389235000.0,-641788000.0,1876610000.0,0.065,0.012,2.25,DIVERSOS,EDUCACIONAL,,,,
CORR3,11039000.0,0.0,2212000.0,-2212000.0,7186000.0,-4887000.0,1918000.0,-1222000.0,-1388000.0,23153.0,-0.154,-0.138,18.1,EXPLORACAO_DE_IMOVEIS,EXPLORACAO_DE_IMOVEIS,,,,
CORR4,11039000.0,0.0,2212000.0,-2212000.0,7186000.0,-4887000.0,1918000.0,-1222000.0,-1388000.0,23153.0,-0.154,-0.138,18.1,EXPLORACAO_DE_IMOVEIS,EXPLORACAO_DE_IMOVEIS,,,,
CPFE3,51007400000.0,23714100000.0,8338070000.0,15376000000.0,16287700000.0,14677800000.0,29612600000.0,4676270000.0,2859730000.0,1152250000.0,0.131,0.11699999999999999,1.25,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CPFG3,15971900000.0,6410950000.0,1589210000.0,4821740000.0,2552920000.0,3432490000.0,3120560000.0,1559280000.0,924586000.0,181789000000.0,0.051,0.109,0.77,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CPFG4,15971900000.0,6410950000.0,1589210000.0,4821740000.0,2552920000.0,3432490000.0,3120560000.0,1559280000.0,924586000.0,181789000000.0,0.051,0.109,0.77,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CPFP4,4713360000.0,2298600000.0,779511000.0,1519090000.0,1915320000.0,644077000.0,4290480000.0,493157000.0,341340000.0,53096800000.0,,0.14300000000000002,0.96,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CPLE3,44342000000.0,10763900000.0,2903620000.0,7860300000.0,8684470000.0,19372800000.0,17503800000.0,4303690000.0,3262990000.0,273655000.0,0.076,0.10800000000000001,1.43,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CPLE5,44342000000.0,10763900000.0,2903620000.0,7860300000.0,8684470000.0,19372800000.0,17503800000.0,4303690000.0,3262990000.0,273655000.0,0.076,0.10800000000000001,1.43,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CPLE6,44342000000.0,10763900000.0,2903620000.0,7860300000.0,8684470000.0,19372800000.0,17503800000.0,4303690000.0,3262990000.0,273655000.0,0.076,0.10800000000000001,1.43,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CPNY3,3144930000.0,930502000.0,510702000.0,419800000.0,1487710000.0,398830000.0,730513000.0,139759000.0,-15383000.0,72006100.0,0.201,0.055,2.26,CONSTRUCAO_E_ENGENHARIA,CONSTRUCAO_CIVIL,,,,
CPRE3,11825300000.0,4051870000.0,1048570000.0,3003300000.0,1525690000.0,4467110000.0,1896360000.0,705825000.0,155899000.0,593783000.0,0.055999999999999994,0.066,0.92,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
CPSL3,2795270000.0,277485000.0,581872000.0,-304387000.0,1642970000.0,1634730000.0,7254240000.0,986118000.0,667337000.0,150217000.0,0.162,0.5710000000000001,1.89,,,,,,
CRBM3,2303590000.0,374158000.0,598025000.0,-223867000.0,1636090000.0,827347000.0,1802420000.0,-174846000.0,-93294000.0,30009000.0,-0.016,-0.127,2.24,SIDERURGIA_E_METALURGIA,ARTEFATOS_DE_COBRE,,,,
CRBM7,2303590000.0,374158000.0,598025000.0,-223867000.0,1636090000.0,827347000.0,1802420000.0,-174846000.0,-93294000.0,30009000.0,-0.016,-0.127,2.24,SIDERURGIA_E_METALURGIA,ARTEFATOS_DE_COBRE,,,,
CRDE3,139295000.0,0.0,24447000.0,-24447000.0,30223000.0,121435000.0,6318000.0,-4715000.0,-3464000.0,2422000.0,-0.171,-0.042,2.82,CONSTRUCAO_E_ENGENHARIA,CONSTRUCAO_CIVIL,,,,
CREM3,693715000.0,299811000.0,107394000.0,192417000.0,418112000.0,189701000.0,678650000.0,54608000.0,14226000.0,32077000.0,-0.003,0.114,1.29,SAUDE,MEDICAMENTOS_E_OUTROS_PRODUTOS,,,,
CREM4,693715000.0,299811000.0,107394000.0,192417000.0,418112000.0,189701000.0,678650000.0,54608000.0,14226000.0,32077000.0,-0.003,0.114,1.29,SAUDE,MEDICAMENTOS_E_OUTROS_PRODUTOS,,,,
